time_stamp,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,quat_x,quat_y,quat_z,quat_w
2901,22.88,24.50,-4.81,-2.89,3.97,8.35
2912,24.50,27.25,-4.81,-2.73,4.02,8.19
2917,24.50,27.25,-4.81,-2.73,4.02,8.19
2927,25.19,29.94,-4.44,-2.52,3.75,8.39
2939,27.00,33.69,-5.25,-2.80,3.84,8.39
2952,30.75,41.12,-7.62,-2.85,3.94,8.33
2967,33.44,46.56,-9.00,-3.16,4.02,7.79
2970,33.44,46.56,-9.00,-3.16,4.02,7.79
2977,34.81,52.31,-11.50,-2.98,3.43,7.66
2990,36.94,58.31,-15.00,-3.28,5.31,7.66
3009,40.88,64.88,-16.31,-3.09,4.22,7.65
3017,42.75,71.31,-19.50,-2.96,4.63,7.60
3019,42.75,71.31,-19.50,-2.96,4.63,7.60
3027,44.38,77.12,-23.00,-2.79,4.68,7.64
3040,45.19,83.69,-26.75,-3.48,5.37,7.59
3058,55.44,92.94,-32.94,-3.00,5.58,7.77
3061,51.00,101.19,-38.19,-3.49,5.14,7.63
3067,51.00,101.19,-38.19,-3.49,5.14,7.63
3077,41.38,111.44,-43.06,-4.00,4.70,7.80
3090,36.69,119.75,-47.25,-4.26,5.26,7.28
3102,35.38,144.06,-60.38,-4.81,6.25,6.62
3117,17.00,159.12,-66.56,-4.45,4.47,7.18
3127,22.31,175.94,-74.44,-5.22,5.41,7.09
3140,10.00,190.25,-77.88,-5.45,5.54,7.10
3151,-6.75,214.25,-7.31,-6.04,5.47,7.96
3161,-5.56,226.69,-90.00,-6.29,4.44,10.44
3167,-5.56,226.69,-90.00,-6.29,4.44,10.44
3177,25.50,237.31,-92.44,-6.41,3.33,10.55
3190,68.44,250.56,-93.25,-5.87,3.87,-0.01
3201,129.38,281.81,-109.12,-7.74,5.46,9.15
3211,138.75,287.12,-121.12,-7.98,6.34,9.87
3217,138.75,287.12,-121.12,-7.98,6.34,9.87
3227,133.06,290.94,-136.31,-7.94,4.15,9.24
3240,153.12,301.31,-148.94,-8.04,1.38,8.86
3251,291.06,323.75,-183.19,-11.49,3.91,7.07
3261,346.00,321.19,-179.12,-14.59,7.73,9.75
3267,346.00,321.19,-179.12,-14.59,7.73,9.75
3277,236.88,223.25,-159.06,-19.84,23.96,29.71
3290,41.25,6.56,-92.44,-4.81,6.63,16.37
3301,-19.19,-333.56,-0.81,1.35,3.49,9.51
3311,-19.19,-333.56,-0.81,4.03,3.55,5.09
3316,-30.06,-317.12,-10.88,4.03,3.55,5.09
3326,-55.69,-258.88,-29.06,0.59,-1.32,4.33
3339,-21.44,-233.00,-25.94,0.97,2.66,-0.01
3351,-7.38,-235.88,8.38,2.85,8.48,3.10
3361,-1.31,-246.56,40.56,2.81,8.81,3.79
3366,-24.88,-241.94,65.69,2.81,8.81,3.79
3376,-56.12,-230.56,88.06,1.23,8.44,5.43
3390,-79.12,-225.69,108.75,-1.09,6.61,6.34
3401,-83.31,-229.75,125.50,-1.22,1.53,4.50
3411,-68.38,-229.25,133.12,-2.35,1.93,5.43
3416,-57.31,-224.69,136.75,-2.35,1.93,5.43
3426,-51.06,-225.00,139.12,-5.41,3.64,7.90
3439,-44.69,-231.88,141.94,-5.80,5.02,7.69
3451,-46.06,-239.25,146.94,-5.68,4.24,6.21
3460,-42.75,-229.75,142.62,-7.16,5.50,9.06
3466,-48.56,-215.50,137.25,-7.16,5.50,9.06
3476,-54.62,-206.31,134.25,-8.98,5.65,10.42
3489,-56.69,-210.19,132.38,-10.36,5.82,11.52
3501,-56.88,-220.88,129.69,-10.28,6.46,9.56
3511,-52.62,-223.94,124.44,-10.19,8.15,9.29
3517,-55.31,-222.06,119.75,-10.19,8.15,9.29
3527,-67.31,-215.62,116.62,-9.67,6.83,8.11
3540,-62.81,-202.31,116.12,-9.86,9.80,9.19
3551,-65.00,-190.00,121.31,-11.03,11.33,11.32
3560,-74.75,-182.94,131.75,-10.74,10.60,10.39
3567,-84.00,-181.00,144.75,-10.74,10.60,10.39
3577,-93.25,-178.38,154.25,-10.99,9.50,10.11
3590,-97.31,-175.25,159.31,-10.83,8.85,9.60
3601,-98.50,-171.12,159.88,-10.85,7.34,8.85
3610,-96.50,-165.31,156.00,-10.73,6.38,8.20
3617,-94.62,-159.81,149.19,-10.73,6.38,8.20
3627,-88.19,-152.69,139.19,-10.73,5.47,7.36
3640,-78.31,-143.00,125.94,-10.58,3.97,5.37
3651,-65.81,-130.56,109.12,-11.01,3.27,3.93
3661,-52.44,-117.19,91.06,-11.49,3.04,3.75
3667,-36.44,-104.12,73.00,-11.49,3.04,3.75
3677,-21.25,-93.88,56.62,-11.54,2.19,1.73
3690,-7.56,-81.38,39.75,-11.17,1.57,0.65
3701,6.75,-64.94,21.75,-10.57,2.41,0.21
3710,19.19,-48.69,6.38,-10.00,2.84,0.28
3717,23.19,-29.88,-4.75,-10.00,2.84,0.28
3727,22.88,-7.88,-14.69,-9.51,3.33,0.43
3740,22.50,13.38,-22.75,-9.17,3.62,0.84
3750,24.56,29.69,-27.12,-7.75,5.05,1.93
3760,23.50,45.69,-29.56,-6.96,4.85,1.67
3767,19.75,64.94,-30.38,-6.96,4.85,1.67
3777,13.88,87.50,-30.38,-5.98,5.32,3.90
3790,0.06,108.88,-32.81,-6.56,3.70,5.92
3800,7.12,113.50,-29.75,-4.36,4.99,7.15
3810,-2.50,113.06,-25.62,7.89,3.63,20.29
3817,-25.31,89.81,-21.31,7.89,3.63,-0.01
3827,-27.12,61.94,-29.50,13.59,5.11,23.55
3839,-27.56,31.69,-45.75,18.74,-1.58,21.70
3850,-12.31,99.50,-52.75,-10.76,2.99,10.07
3860,-20.19,207.38,-64.12,-13.96,2.08,20.77
3867,-21.81,178.62,-25.06,-13.96,2.08,20.77
3877,-12.94,128.44,-13.81,-9.96,0.40,18.72
3888,-1.25,109.88,-36.19,-4.10,-2.73,11.84
3900,38.81,98.19,-48.56,-5.45,7.56,-0.01
3911,46.69,86.38,-33.12,-2.49,6.14,10.10
3917,45.50,69.50,-7.88,-2.49,6.14,10.10
3927,30.62,69.06,2.06,-3.36,2.56,10.11
3937,33.88,63.69,-7.31,-4.07,1.97,10.45
3951,38.44,52.00,-17.62,-2.67,5.52,8.29
3961,38.94,49.69,-19.88,-3.08,6.71,8.99
3967,30.56,48.00,-12.19,-3.08,6.71,8.99
3977,16.44,37.38,1.62,-4.27,5.79,10.84
3988,9.50,22.56,4.62,-3.50,3.98,9.92
4001,6.69,10.50,-3.38,-2.23,4.10,-0.01
4011,9.81,9.44,-5.19,-2.58,4.51,9.52
4017,7.69,14.06,-6.00,-2.58,4.51,9.52
4027,9.50,6.19,-3.69,-3.16,3.72,9.48
4037,10.62,2.06,-1.06,-2.56,3.68,9.65
4051,8.19,1.81,0.06,-2.92,3.54,9.14
4061,8.19,3.06,0.81,-3.14,3.78,9.18
4067,10.12,3.06,1.50,-3.14,3.78,9.18
4077,7.94,0.06,3.56,-2.28,3.62,8.89
4088,8.19,2.69,4.81,-2.09,3.63,8.60
4101,5.00,3.25,6.88,-2.33,3.48,8.72
4111,3.75,1.81,9.88,-3.05,3.84,8.76
4117,-1.62,-5.38,17.81,-1.99,4.14,8.78
4127,-1.31,-1.38,18.38,-3.99,4.77,8.59
4137,-3.44,1.88,19.62,-3.14,3.86,8.52
4150,-0.81,1.06,18.50,-2.82,3.31,8.57
4161,6.50,0.06,12.44,-3.63,4.05,9.11
4167,0.75,-3.38,4.44,-2.54,3.37,9.00
4177,4.19,-3.50,-0.56,-2.22,4.28,8.34
4188,2.38,-3.94,-0.56,-2.28,4.22,8.63
4200,1.31,-3.94,-0.44,-1.79,3.74,8.62
4211,1.12,-1.62,0.19,-2.71,3.40,8.84
4217,3.31,-0.56,0.62,-2.96,3.67,8.68
4230,1.25,0.38,-0.62,-1.91,3.89,8.42
4238,2.81,-0.25,-1.31,-2.03,3.53,8.51
